"id","时间点","快速路均速历史值","name","快速路均速","实时和历史趋势","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27"
"578","2019/1/12 2:32","32.57","江干大队","32.45","[{""y"":31.05","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.64","s:""2""}","{""y"":31.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.66","s:""2""}","{""y"":31.07","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.5","s:""2""}","{""y"":31.13","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"579","2019/1/12 2:32","39.3","淳安大队","37.87","[{""y"":37.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:32.32","s:""2""}","{""y"":37.27","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.13","s:""2""}","{""y"":37.44","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:34.13","s:""2""}","{""y"":37.63","x:""00:06:00""","s:""1""}","{""x"":""00:"
"58","2019/1/12 0:12","35.99","桐庐大队","36.16","[{""y"":34.81","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:36.67","s:""2""}","{""y"":35.94","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:37.66","s:""2""}","{""y"":35.75","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.04","s:""2""}","{""y"":36.98","x:""00:06:00""","s:""1""}","{""x"":""00:"
"580","2019/1/12 2:32","36.13","滨江大队","34.93","[{""y"":33.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.22","s:""2""}","{""y"":33.38","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.44","s:""2""}","{""y"":33.42","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:33.42","s:""2""}","{""y"":33.33","x:""00:06:00""","s:""1""}","{""x"":""00:"
"581","2019/1/12 2:32","43.14","萧山大队","38.13","[{""y"":39.77","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:39.01","s:""2""}","{""y"":39.34","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:38.8","s:""2""}","{""y"":39.57","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:38.82","s:""2""}","{""y"":39.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"582","2019/1/12 2:32","33.24","西湖大队","34.25","[{""y"":31.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.86","s:""2""}","{""y"":31.39","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.19","s:""2""}","{""y"":31.56","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.32","s:""2""}","{""y"":31.56","x:""00:06:00""","s:""1""}","{""x"":""00:"
"583","2019/1/12 2:34","29.93","下城大队","30.02","[{""y"":27.94","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.69","s:""2""}","{""y"":28.01","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:28.63","s:""2""}","{""y"":28","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.66","s:""2""}","{""y"":28.04","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"584","2019/1/12 2:34","36.44","余杭大队","36.39","[{""y"":36.37","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.51","s:""2""}","{""y"":36.47","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:35.92","s:""2""}","{""y"":36.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.02","s:""2""}","{""y"":36.23","x:""00:06:00""","s:""1""}","{""x"":""00:"
"585","2019/1/12 2:34","46.96","大江东大队","42.75","[{""y"":47.21","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:46.46","s:""2""}","{""y"":47.5","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:47.48","s:""2""}","{""y"":47.01","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:47.41","s:""2""}","{""y"":46.76","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"586","2019/1/12 2:34","39.59","建德大队","39.63","[{""y"":36.11","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.36","s:""2""}","{""y"":36.25","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:36.38","s:""2""}","{""y"":36.37","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:35.85","s:""2""}","{""y"":36.09","x:""00:06:00""","s:""1""}","{""x"":""00:"
"587","2019/1/12 2:34","30.81","拱墅大队","30.3","[{""y"":29","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.99","s:""2""}","{""y"":29.07","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.35","s:""2""}","{""y"":29.12","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:29.07","s:""2""}","{""y"":29.09","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"588","2019/1/12 2:34","37.51","景区大队","38.51","[{""y"":35.22","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:38.65","s:""2""}","{""y"":35.02","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.1","s:""2""}","{""y"":34.98","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:40.28","s:""2""}","{""y"":34.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"589","2019/1/12 2:34","40.09","桐庐大队","39.8","[{""y"":34.81","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:36.67","s:""2""}","{""y"":35.94","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:37.66","s:""2""}","{""y"":35.75","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.04","s:""2""}","{""y"":36.98","x:""00:06:00""","s:""1""}","{""x"":""00:"
"59","2019/1/12 0:12","31.21","江干大队","32.03","[{""y"":31.05","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.64","s:""2""}","{""y"":31.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.66","s:""2""}","{""y"":31.07","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.5","s:""2""}","{""y"":31.13","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"590","2019/1/12 2:34","35.99","滨江大队","34.78","[{""y"":33.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.22","s:""2""}","{""y"":33.38","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.44","s:""2""}","{""y"":33.42","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:33.42","s:""2""}","{""y"":33.33","x:""00:06:00""","s:""1""}","{""x"":""00:"
"591","2019/1/12 2:36","30.04","上城大队","31.13","[{""y"":28.65","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.86","s:""2""}","{""y"":28.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.54","s:""2""}","{""y"":28.39","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.92","s:""2""}","{""y"":28.41","x:""00:06:00""","s:""1""}","{""x"":""00:"
"592","2019/1/12 2:36","29.88","下城大队","30.55","[{""y"":27.94","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.69","s:""2""}","{""y"":28.01","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:28.63","s:""2""}","{""y"":28","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.66","s:""2""}","{""y"":28.04","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"593","2019/1/12 2:36","33.79","下沙大队","34.42","[{""y"":31.78","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.02","s:""2""}","{""y"":31.73","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.25","s:""2""}","{""y"":31.94","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.58","s:""2""}","{""y"":32.02","x:""00:06:00""","s:""1""}","{""x"":""00:"
"594","2019/1/12 2:36","37.99","临安大队","35.41","[{""y"":43.53","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:37.98","s:""2""}","{""y"":42.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:43.36","s:""2""}","{""y"":41.85","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:42.97","s:""2""}","{""y"":41.02","x:""00:06:00""","s:""1""}","{""x"":""00:"
"595","2019/1/12 2:36","31.97","主城区","32.3","[{""y"":30.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:30.92","s:""2""}","{""y"":30.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.2","s:""2""}","{""y"":30.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.06","s:""2""}","{""y"":30.49","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"596","2019/1/12 2:36","36.42","余杭大队","36.2","[{""y"":36.37","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.51","s:""2""}","{""y"":36.47","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:35.92","s:""2""}","{""y"":36.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.02","s:""2""}","{""y"":36.23","x:""00:06:00""","s:""1""}","{""x"":""00:"
"597","2019/1/12 2:36","45.59","大江东大队","43.96","[{""y"":47.21","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:46.46","s:""2""}","{""y"":47.5","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:47.48","s:""2""}","{""y"":47.01","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:47.41","s:""2""}","{""y"":46.76","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"598","2019/1/12 2:36","49.31","富阳大队","42.13","[{""y"":41.59","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:34.53","s:""2""}","{""y"":41.31","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.01","s:""2""}","{""y"":41.55","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.89","s:""2""}","{""y"":41.75","x:""00:06:00""","s:""1""}","{""x"":""00:"
"599","2019/1/12 2:36","40.48","建德大队","40.06","[{""y"":36.11","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.36","s:""2""}","{""y"":36.25","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:36.38","s:""2""}","{""y"":36.37","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:35.85","s:""2""}","{""y"":36.09","x:""00:06:00""","s:""1""}","{""x"":""00:"
"6","2019/1/12 0:06","28.41","上城大队","29.46","[{""y"":28.65","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.86","s:""2""}","{""y"":28.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.54","s:""2""}","{""y"":28.39","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.92","s:""2""}","{""y"":28.41","x:""00:06:00""","s:""1""}","{""x"":""00:"
"60","2019/1/12 0:12","38.29","淳安大队","36.4","[{""y"":37.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:32.32","s:""2""}","{""y"":37.27","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.13","s:""2""}","{""y"":37.44","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:34.13","s:""2""}","{""y"":37.63","x:""00:06:00""","s:""1""}","{""x"":""00:"
"600","2019/1/12 2:36","30.74","拱墅大队","30.06","[{""y"":29","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.99","s:""2""}","{""y"":29.07","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.35","s:""2""}","{""y"":29.12","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:29.07","s:""2""}","{""y"":29.09","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"601","2019/1/12 2:36","37.74","景区大队","38.73","[{""y"":35.22","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:38.65","s:""2""}","{""y"":35.02","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.1","s:""2""}","{""y"":34.98","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:40.28","s:""2""}","{""y"":34.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"602","2019/1/12 2:36","39.09","桐庐大队","39.32","[{""y"":34.81","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:36.67","s:""2""}","{""y"":35.94","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:37.66","s:""2""}","{""y"":35.75","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.04","s:""2""}","{""y"":36.98","x:""00:06:00""","s:""1""}","{""x"":""00:"
"603","2019/1/12 2:36","32.69","江干大队","33.07","[{""y"":31.05","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.64","s:""2""}","{""y"":31.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.66","s:""2""}","{""y"":31.07","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.5","s:""2""}","{""y"":31.13","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"604","2019/1/12 2:36","39.3","淳安大队","37.87","[{""y"":37.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:32.32","s:""2""}","{""y"":37.27","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.13","s:""2""}","{""y"":37.44","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:34.13","s:""2""}","{""y"":37.63","x:""00:06:00""","s:""1""}","{""x"":""00:"
"605","2019/1/12 2:36","35.92","滨江大队","34.48","[{""y"":33.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.22","s:""2""}","{""y"":33.38","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.44","s:""2""}","{""y"":33.42","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:33.42","s:""2""}","{""y"":33.33","x:""00:06:00""","s:""1""}","{""x"":""00:"
"606","2019/1/12 2:36","43.44","萧山大队","40.98","[{""y"":39.77","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:39.01","s:""2""}","{""y"":39.34","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:38.8","s:""2""}","{""y"":39.57","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:38.82","s:""2""}","{""y"":39.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"607","2019/1/12 2:36","33.37","西湖大队","33.77","[{""y"":31.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.86","s:""2""}","{""y"":31.39","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.19","s:""2""}","{""y"":31.56","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.32","s:""2""}","{""y"":31.56","x:""00:06:00""","s:""1""}","{""x"":""00:"
"608","2019/1/12 2:38","30.21","上城大队","30.77","[{""y"":28.65","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.86","s:""2""}","{""y"":28.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.54","s:""2""}","{""y"":28.39","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.92","s:""2""}","{""y"":28.41","x:""00:06:00""","s:""1""}","{""x"":""00:"
"609","2019/1/12 2:38","29.86","下城大队","30.72","[{""y"":27.94","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.69","s:""2""}","{""y"":28.01","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:28.63","s:""2""}","{""y"":28","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.66","s:""2""}","{""y"":28.04","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"61","2019/1/12 0:12","33.4","滨江大队","32.72","[{""y"":33.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.22","s:""2""}","{""y"":33.38","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.44","s:""2""}","{""y"":33.42","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:33.42","s:""2""}","{""y"":33.33","x:""00:06:00""","s:""1""}","{""x"":""00:"
"610","2019/1/12 2:38","33.94","下沙大队","34.5","[{""y"":31.78","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.02","s:""2""}","{""y"":31.73","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.25","s:""2""}","{""y"":31.94","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.58","s:""2""}","{""y"":32.02","x:""00:06:00""","s:""1""}","{""x"":""00:"
"611","2019/1/12 2:38","37.19","临安大队","34.74","[{""y"":43.53","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:37.98","s:""2""}","{""y"":42.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:43.36","s:""2""}","{""y"":41.85","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:42.97","s:""2""}","{""y"":41.02","x:""00:06:00""","s:""1""}","{""x"":""00:"
"612","2019/1/12 2:38","31.98","主城区","32.12","[{""y"":30.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:30.92","s:""2""}","{""y"":30.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.2","s:""2""}","{""y"":30.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.06","s:""2""}","{""y"":30.49","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"613","2019/1/12 2:38","36.11","余杭大队","35.82","[{""y"":36.37","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.51","s:""2""}","{""y"":36.47","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:35.92","s:""2""}","{""y"":36.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.02","s:""2""}","{""y"":36.23","x:""00:06:00""","s:""1""}","{""x"":""00:"
"614","2019/1/12 2:38","46.96","大江东大队","47.04","[{""y"":47.21","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:46.46","s:""2""}","{""y"":47.5","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:47.48","s:""2""}","{""y"":47.01","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:47.41","s:""2""}","{""y"":46.76","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"615","2019/1/12 2:38","48.64","富阳大队","41.73","[{""y"":41.59","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:34.53","s:""2""}","{""y"":41.31","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.01","s:""2""}","{""y"":41.55","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.89","s:""2""}","{""y"":41.75","x:""00:06:00""","s:""1""}","{""x"":""00:"
"616","2019/1/12 2:38","40.33","建德大队","40.08","[{""y"":36.11","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:35.36","s:""2""}","{""y"":36.25","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:36.38","s:""2""}","{""y"":36.37","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:35.85","s:""2""}","{""y"":36.09","x:""00:06:00""","s:""1""}","{""x"":""00:"
"617","2019/1/12 2:38","30.8","拱墅大队","29.45","[{""y"":29","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.99","s:""2""}","{""y"":29.07","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.35","s:""2""}","{""y"":29.12","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:29.07","s:""2""}","{""y"":29.09","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"618","2019/1/12 2:38","37.82","景区大队","37.28","[{""y"":35.22","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:38.65","s:""2""}","{""y"":35.02","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.1","s:""2""}","{""y"":34.98","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:40.28","s:""2""}","{""y"":34.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"619","2019/1/12 2:38","38.68","桐庐大队","37.45","[{""y"":34.81","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:36.67","s:""2""}","{""y"":35.94","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:37.66","s:""2""}","{""y"":35.75","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:36.04","s:""2""}","{""y"":36.98","x:""00:06:00""","s:""1""}","{""x"":""00:"
"62","2019/1/12 0:12","40.08","萧山大队","38.91","[{""y"":39.77","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:39.01","s:""2""}","{""y"":39.34","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:38.8","s:""2""}","{""y"":39.57","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:38.82","s:""2""}","{""y"":39.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"620","2019/1/12 2:38","32.57","江干大队","33.6","[{""y"":31.05","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.64","s:""2""}","{""y"":31.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.66","s:""2""}","{""y"":31.07","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.5","s:""2""}","{""y"":31.13","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"621","2019/1/12 2:38","39.74","淳安大队","37.87","[{""y"":37.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:32.32","s:""2""}","{""y"":37.27","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.13","s:""2""}","{""y"":37.44","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:34.13","s:""2""}","{""y"":37.63","x:""00:06:00""","s:""1""}","{""x"":""00:"
"622","2019/1/12 2:38","36.12","滨江大队","34.75","[{""y"":33.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.22","s:""2""}","{""y"":33.38","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.44","s:""2""}","{""y"":33.42","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:33.42","s:""2""}","{""y"":33.33","x:""00:06:00""","s:""1""}","{""x"":""00:"
"623","2019/1/12 2:38","43.55","萧山大队","40.92","[{""y"":39.77","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:39.01","s:""2""}","{""y"":39.34","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:38.8","s:""2""}","{""y"":39.57","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:38.82","s:""2""}","{""y"":39.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"624","2019/1/12 2:38","33.32","西湖大队","32.99","[{""y"":31.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.86","s:""2""}","{""y"":31.39","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.19","s:""2""}","{""y"":31.56","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.32","s:""2""}","{""y"":31.56","x:""00:06:00""","s:""1""}","{""x"":""00:"
"625","2019/1/12 2:40","30.25","上城大队","31.25","[{""y"":28.65","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.86","s:""2""}","{""y"":28.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.54","s:""2""}","{""y"":28.39","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:28.92","s:""2""}","{""y"":28.41","x:""00:06:00""","s:""1""}","{""x"":""00:"
"626","2019/1/12 2:40","33.62","下沙大队","34.5","[{""y"":31.78","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:33.02","s:""2""}","{""y"":31.73","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:33.25","s:""2""}","{""y"":31.94","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.58","s:""2""}","{""y"":32.02","x:""00:06:00""","s:""1""}","{""x"":""00:"
"627","2019/1/12 2:40","31.99","主城区","32.11","[{""y"":30.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:30.92","s:""2""}","{""y"":30.44","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.2","s:""2""}","{""y"":30.48","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.06","s:""2""}","{""y"":30.49","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"628","2019/1/12 2:40","48.22","富阳大队","40.23","[{""y"":41.59","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:34.53","s:""2""}","{""y"":41.31","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:40.01","s:""2""}","{""y"":41.55","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.89","s:""2""}","{""y"":41.75","x:""00:06:00""","s:""1""}","{""x"":""00:"
"629","2019/1/12 2:40","30.92","拱墅大队","29.98","[{""y"":29","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:28.99","s:""2""}","{""y"":29.07","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:29.35","s:""2""}","{""y"":29.12","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:29.07","s:""2""}","{""y"":29.09","x:""00:06:00""","s:""1""}","{""x"":""00:06:"
"63","2019/1/12 0:12","31.54","西湖大队","32.2","[{""y"":31.45","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.86","s:""2""}","{""y"":31.39","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.19","s:""2""}","{""y"":31.56","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:32.32","s:""2""}","{""y"":31.56","x:""00:06:00""","s:""1""}","{""x"":""00:"
"630","2019/1/12 2:40","32.63","江干大队","33.47","[{""y"":31.05","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:31.64","s:""2""}","{""y"":31.09","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:31.66","s:""2""}","{""y"":31.07","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:31.5","s:""2""}","{""y"":31.13","x:""00:06:00""","s:""1""}","{""x"":""00:0"
"631","2019/1/12 2:40","39.46","淳安大队","39.78","[{""y"":37.38","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:32.32","s:""2""}","{""y"":37.27","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:32.13","s:""2""}","{""y"":37.44","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:34.13","s:""2""}","{""y"":37.63","x:""00:06:00""","s:""1""}","{""x"":""00:"
"632","2019/1/12 2:40","43.68","萧山大队","40.54","[{""y"":39.77","x:""00:00:00""","s:""1""}","{""x"":""00:00:00""","y:39.01","s:""2""}","{""y"":39.34","x:""00:02:00""","s:""1""}","{""x"":""00:02:00""","y:38.8","s:""2""}","{""y"":39.57","x:""00:04:00""","s:""1""}","{""x"":""00:04:00""","y:38.82","s:""2""}","{""y"":39.87","x:""00:06:00""","s:""1""}","{""x"":""00:0"
